reviews
"Razoavel. comprei tres produtos, paguei pelo frete de cada um deles e recebi apenas um em casa, os demais fui obrigada a buscar nos correios. Qual a lógica, mesmo vendedor e entregador, fretes individuais e um "
Péssimo. Aparelho usado
"Pessimo. Comprei um Produto , e veio outro completamente diferente !!!!!"
"Lamenetável.... Boa Noite

é lamentável, esta loja que tantas compras eu ja fiz e hoje não me da satisfação sequer de um relógio na importância de 50,00 reais ... um produto com defeito e até agora não me deu retor"
Baixa qualidade. Produto apresenta clara baixa qualidade do produto.
pessimo . produto com defeito. 
Ressalva. Houve um erro com o pedido e o dinheiro foi devolvido
Não recebi . Não recebi
Qualidade ruim!. A capa protetora não é exatamente o que eu esperava deixa a desejar no tipo material e na qualidade.
"zero estrela. o produto é incompativel com a impresso deskjet 2050, apesar da numeração do cartucho estar correto, é produto de origem duvidosa."
"Não recomendo. Produto com qualidade ruim, amassado e descascando. Não recomendo!"
problema com o relógio. O relógio foi entregue sem nota fiscal nem manual
Produto de péssima qualid. Uma empresa tão bem conceituada como o baratheon deveria se preocupar mais com a qualidade dos produtos oferecidos pelo seus parceiros.
Produto ainda não chegou. Produto ainda não foi entregue.
"recomendo. Recebi o produto no prazo, gostei muito de compra no site da lannister, só que desta vez o produto veio com defeito e também não gostei do material por isso pedi pra devolver a compra."
"bom. O produto não é o que eu esperava, mas serve"
Razoável . Demorou muito para chegar!
o produto não funciona. o produto não funciona e não consigo falar na loja no site.preciso que me ajudem a trocar o produto.
Excelente . Atendimento de acordo 
"PRODUTO NÃO ENTREGUE. O PRODUTO CONSTA COMO ENTREGUE NO DIA 16-08, MAS HOJE DIA 20-08, O PRODUTO AINDA NÃO FOI ENTREGUE."
"ruim. O Produto é muito diferente da foto, a cor é bem clara, escolhi o escuro para combinar com o resto da sala."
Produto com defeito . A empresa deveria testar produto antes 
Péssimo. Comprei um produto e recebi outro!!! Totalmente insatisfeita.
Veio faltando o carregado. Veio tudo bem embalado antes do prazo mas veio faltando o carregador 
"Produto errado. Não recebi o produto que comprei, chegou outro modelo menor e diferente e não consigo entrar em contato com o atendimento das lojas lannister.com para fazer a troca. Aguardo retorno."
Recebimento . Nao recebi o produto ainda...2 meses.
Não recebi. Não estou com o produto em mãos!
Produto com defeito. Produto com defeito desejo a troca
Atendimento Prestado . Um dia antes de vencer o prazo de entrega recebi e-mail que a entrega não tinha sido efetuada por não encontrar ninguém em casa. Informação não procede. Agora manda retirar nos correios. 
"Falta de compromisso. Solicito o estorno do pagamento no cartão de crédito,pela falta de entrega do produto."
Produto diferente do que . Comprei um modelo de relógio e acabei de receber outro produto 
Ruim. Não recebi o produto
"Não entregaram o produto. Loja péssima, não cumpre com seus prazos!"
"Cartucho falso. Comprei dois cartuchos 662XL (1 preto/1 colorido) e após instalar em minha impressora HP Deskjet 2546 foi acusado na tela do computador como sendo falso, cortando todas as impressões pela metade."
"Estou insatisfeito. Comprei duas torres de cerveja, a transportadora só me entregou uma embalagem e que só tinha uma torre dentro, estou muito insatisfeita!"
"Ainda estou esperando. Preciso da cadeira, comprei e já faz mais de um mês nada da entrega!!!"
Mandaram a cor errada. Não veio a cor que solicitei marquei azul e veio vermelho estou insatisfeito com o vendedor gostaria de saber qual será a solução que vcs vão me dar
"Não recomendo. Recebi somente um cartucho de 3 que pedi, agora necessito saber sobre o frete?"
Cor errada . Comprei um secador da linha Collor e veio um da linha rainbow. Tentei devolver no site e aparece a mensagem que não é possível a troca.
"demora. entrega demorada e pouca informação, se o produto for vendido por outro site darei a preferencia"
Falta 1 lustre. Entregaram só 1 lustre e ficou faltando o outro
"Veio incompleto. Recomendo pois é a primeira vez que acontece, mas pedi a devolução pq o produto veio sem acessórios, diferente da propaganda. Esperando lannister dar retorno."
Não recebi. Gostaria de saber por que o meu produto consta como entregue no dia 06/08 ?
aspecto do produto. o produto branco veio sujo como se já tivesse sido usado e dando a impressão de não ser novo.
Muito bom . Eu recebi o produto dentro da data 
bom. boa
produto não chegou. ainda não recebi a encomenda até agora!
"Não chegou no prazo. Fiz a solicitação de cancelamento na mesma hora que comprei, e mesmo assim ainda não fui reembolsada."
Bom . Bom 
Eu quero saber cadê mprod. Eu só quero saber cadê meu pedido que não chegou ainda ? Pois já venceu o prazo
"nao entregam produto. eu fui na lojas lannister pra comprar no site lannister pensando ser seguro mero engano, me enviaram embalagem com nota nao sei se e e verdadeira ,o produto nao veio e paguei a vista no dinheiro."
Não foi entregue. Estou aguardando a entrega em minha casa em Paraibuna
1. MUITO MAU ACABADO NÃO RECOMENDO 
"Não recomendo. O tipo de envio ""PAC"" dos correios demora muito , como geralmente a peça de carro e necessária com uma certa urgência deveria ter a opção de sedex. Prefiro pagar R$ 20 a mais no frete e receber logo"
Cobrança de frete indevid. Sou cliente prime é mesmo assim me cobraram o frete. 
"Bacana. Não é o que espera, mas dá para usar."
Otimo. Entrega rapida
produto errado. pedi casio prata com fundo preto veio com fundo branco 
"Produto errado. Parceiro ruim e metodologia da lannister péssimo. Já tem quase um mês que recebi o produto errado, tive de comprar novamente e as Lojas lannister não tomam nenhuma atitude, só ficam enviando pesquis"
Dúvida . Produto lindo como no site uma pena que houve atraso na entrega.
"**. Os dois cartuchos preto não soltam tinta. 
Não imprime nada . Coloquei de maneira adequada e o cartucho não libera tinta preta. O colorido está tudo OK. Coma faço para resolver este problema???
Agu"
não cumpre prazo. Não cumpriram prazo de entrega e nem avisaram o atraso.
Entregue. Entregue
Faltando produto. Comprei um jogo com 4 pneus e só enviaram dois. Estou aguardando o chamado que abri nas lannister para solução do problema 
não recebi o produto . não recebi o produto que comprei e paguei
"Pior compra que já fiz . Produto do camelô... 100% Paraguai
Pior compra que já fiz na internet.
Anúncio não condiz com o produto.

Quero devolver..."
"Entrega/devolução. Pedido entregue incompleto, não cumpriu prazo de entrega ,devolução sem sucesso até momento"
Produto com defeito. produto com defeito
Ruim. O produto não é nada bom fiquei muito insatisfeita. 
"Defeito. O produto chegou bem antes do prazo, mas com defeito, veio quebrado o lugar de fazer o encaixar. Muito bonitinha, mas frágil. Tentei realizar a troca pelo site e não consegui. "
"Ruim. Paguei o frete mas não recebi em casa tive que busca nos correios ,longe da minha casa"
"nao funciona telefones. produto nao funciona,, nao consegui entrar conta por telefone da empresa que me vendeu, fala telefone nao existente. estragou minha impressora o produto q foi me vendido."
"PÉSSIMA. COMPREI E PAGUEI DOIS(2) CARTUCHOS DE TINTA PARA IMPRESSORA, 60XL.
RECEBI SÓ UM(1) NO DIA 01/05/2018.
QUERO O REEMBOLSO DO VALOR FALTANTE.
AGUARDO RETORNO.

ANTONIO MARCIO "
"Não comprem na targaryen. A empresa terceira targaryen não é confiavel, eles vedem produtos que não tem, você paga, espera, não recebe e depois tem que correr atras de reembolso.
Não recomendo de jeito nenhum está empresa, e a su"
