reviews
"Sejam corretos. Prescizo dos produtos. Pois os mesmo sã o presente de aniversário de duas crianças. 
É a primeira vez que compro no site e já acontece isso . Quero os produtos. "
Carteira ñ é de couro . É couro sintético!!
Bom . Ótimo produto entregue no prazo 
"produto devolvido . fui bem atendido, mas o valor cobrado foi divergente do valor apresentado no site(desconto de 5% pela forma de pagamento). mas tudo ja foi resolvido."
Produto entregue errado. A voltagem que pedi era de 220...E não 110 como veio
"Paguei frete em vão. Paguei frete para que o produto fosse entregue e tive que retirar na agência do Correio!
"
Vrio com defeito. O relógio veio com defeito.como faço pra trocar? 
"Empresa não confiável.. Pela segunda vez não recebi o produto comprado na loja lannister.com.

1ª - Um livro ""Aves Brasileiras.
2ª Remédio ""Moringa Aleífera.

Solicito providências, caso contrário, tomarei as medidas c"
"Entrega incompleta. Foi entregue só uma cortina e eu comprei duas,tô aguardando a segunda e um feedback do vendedor se vai enviar...."
"Não veio de acordo . O carregador anunciado não confere com o entregue, na caixa do produto vem até escrito a amperagem qual eu necessitava ,porém no carregador consta metade da amperagem oferecida pelo vendedor "
Não recebi tds os produto. Só recebi uma unidade sendo que comprei duas unidades 
Primeira v. Já enviei email informando que está tendo problema sério na entrega do produto. Fui na agência dos Correios e eles me disseram que a responsabilidade é das lannister. Não chegou no destino.
"não recomendo. Produto entregue errado, comprei um produto recebi outro totalmente diferente."
"Faltando . Olá boa noite, o produto veio como o encomendado porém não veio um certificado de garantia e muito menos o manual de instruções como já vi na caixa em vídeos deste modelo de relogio "
"Aperfeiçoar o produto. As focinheiras n°s 01, 02 e 03 são ineficientes, pois o velcro está na ponta do tecido, ficando muito frouxa e o gato retira com muita facilidade, mesmo a n° 01. Precisa colocar mais velcro."
"Nao chegou o produto. Chegou a nota fiscal e nao chegou o produto , liguei nos correios e eles falaram que só chegou o envelope, quero saber sobre o produto , e o codigo de autenticidade nao confere , da no nome de outra ."
Regular . O prazo não foi cumprido
Insatisfação. O produto veio com a lente de outra marca que causa alteração visual já comprei anteriormente um óculos da mesma marca e não tive esse problema. Parece que só a armação e original.
Veio outra voltagem. Conprei um de 220v e quando chegou era 110v
"Regular. O produto veio mais rápido do que esperava porém o frasco veio faltando produto pois vazou na caixa, maior cuidado ao embalar, verificar lacração do produto"
Cartucho HP Genérico. Cartucho genérico sendo vendido como original.
"Não recomendo.. Achei muito fino o tecido a costura e muito simples, sei lá parece feito em casa, a almofada que veio estava com uma linha grande no acabamento, tive que cortar. Não gostei."
"Serviço de baixa qualidad. Recebi o produto errado.
Comprei um Soprador para Pet e recebi um bebedouro para Pet com a NF em nome de outra pessoa"
"Entrega parcial do pedido. Comprei 2 HDs de 1TB ssd, porém só foi entregue uma unidade ate o momento.
Aguardando um retorno com urgência.
"
Ótima. A mercadoria chegou até antes da data prevista !
Produto com defeito. O produto nunca ligou ou acendeu nada. Passou um bom tempo carregando mas nada aconteceu
não recomendo . Recebi somente uma parte dos produtos.
"PÉSSIMO VENDEDOR. PÉSSIMO VENDEDOR, CANCELOU MEU PEDIDO SEM AVISO E ME DEIXOU UM BAITA PROBLEMA COM A ADMINISTRADORA DO CARTÃO, POIS, NÃO EFETUOU O CANCELAMENTO DA VENDA. AGORA TENHO QUE PAGAR SEM TER O PRODUTO."
"Nunca recebi o produto. Bom dia,

Ainda hoje aguardando a encomenda. Como posso avaliar? Ruim?"
Não tenho como avaliar. Como posso recomendar para alguém se o produto ainda não chegou?
Bom. Produto cumpre o prometido
NÃO ENTREGUE. Aguardo contato de vocês acerca do produto que ainda não foi entregue!
"Até hoje não recebi . Fiz o pagamento, já faz mês e não recebi o meu produto, estou indignado pois dependo deste para atender uma pessoa que precisa ficar constantemente com uma central de ar ligada."
"10! Gostei muito! . É um site muito legal e até agora achei segurança em fazer compras neste site, e os produtos são de uma boa qualidade. "
Gostaria de trocar. . Eu escolhi o conjunto safari dourado e veio branco! Não gostei é quero trocar.
"Não é o mesmo produto. Eu solicitei uma extensão elétrica com 3 entradas, ou seja deveria ser igual o da foto. 
Porém não vou realizar a troca, pois não tenho tempo de ir ao correio fazer a devolução."
"tegular. To tendo problemas,para. ativar no ceular,não consigo por pta funcionar"
Chateado. Sim é um sistema interessante de compra porém com algumas situações negativas gostaria de registrar minha insatisfação com relação a compra de uma torre de chopp que me enviaram errado 
"Produto Falso.. targaryen, esse parece ser seu único problema pois para mim causou um enorme, nunca mais vou recuperar meus arquivos como dados importantes em um aplicativo que apagou , musicas e principalmente fotos."
"Produto errado. Entrega do produto diferente do solicitado
Aguardo orientação para a troca"
Entrega errada. Comprei dois kits de costura recebi um e a nota fiscal dizendo que tinha dois! Como pode?
"Não recomendo!!!. Comprei um carregador veicular da Belkin, porém, ao ligar no veiculo pela primeira vez queimou o carregador e a tomada do veículo. "
"Entrega de produto. Eles até fizeram contato comigo durante a compra, pois eu já tinha efetivado o pagamento, quando perceberam que não tinha o produto no estoque, daí me consultaram e perguntaram se eu t como trocar."
"Produto veio com defeito. Produto veio com defeito não funciona, bem vou pedir troca, o preço não vale a dor de cabeça, fui em uma elétrica e comprei um prestasse."
Bom. Veio como eu esperava 
"desagradavel. Eram mais de um item e até agora só chegou a panela de pressão . Estou habituada a comprar nas lojas lannister e tenho esperança de receber o que paguei.
Kit Vitrificador de plástico e Revelador de "
não confere o produto. Eu comprei o KIT cartuchos 664XL (preto e Colorido) e mandaram ERRADO Kit de cartuchos 662XL . QUERO QUE TROQUE PELO PRODUTO CORRETO COM ESTA NO PEDIDO E NA NOTA FISCAL QUE É : KIT CARTUCHOS 664XL .
Quero cancelar a compra. Quero cancelar essa compra
Regular . Ainda nao recebi a mercadoria 
Cor incorreta. Quantidade minima
material não foi entregue. entrega deficiente.
Entrega incompleta. Comprei dois itens e recebi apenas um.
"de 2 produtos sóenviaram1. comprei dois ´purodutos e o principal não enviaram!
"
Bom . Bom 
"produto bom. produto bonito, porem com acabamento mau feito"
"não recomendo. não consegue falar com o vendedor quando tem problemas, não tem numero de telefone para entrar em contato, um lixo"
Recomendo. MUITO FOFO o guarda chuva
"Não Recomendo. A tinta não é de qualidade boa, entupiu a cabeça dos bocais de tintas da impressora."
"Anúncio ambíguo dá errado. Lentes de contato são positivas, para hipermetropia, ou negativas, para miopia. Tenho hipermetropia, preciso de lentes positivas.
Foram entregues lentes negativas. Ninguém me atende para resolver."
"não recomendo. comprei o produto há mais 25 dias e ainda não chegou, sem mesmo ter qualquer informação sobre o seu encaminhamento."
"Não fiquei satisfeita.. Geralmente, compras desse tipo, escolhemos o produto pela imagem(cores, estampas e etc).
O fato é que não chegou o que eu tinha escolhido e não me informaram que poderia vir outra estampa."
"Produto fraco. A entrega foi um pouco demorada. Nada a reclamar das lannister. O produto, no entanto, é fraco, metal muito leve, não dando firmeza como porta-toalha."
"Horrível. Produto falsificado com sinais nítidos de pirataria. Além disso vem vazio, sem tinta...Pode isso Arnaldo?"
"Não recebi. O produto não chegou ainda, está em atraso."
Atraso na data de entrega. Já entrei em contato com a lannister pelo telefone e eles me falam q vai mandar o link direto com o parceiro pra eu saber detalhes da entrega da conta e esse link n veio. Péssimo suporte ao cliente
"Dentro da estatística . Primeira vez que tenho problemas com a lannister. Acredito que não seja comum, dado meu histórico de compras. Espero que não se repita ;)"
"Não recomendo. Produto entregue mas não o que de fato comprei, destarte considero não entregue. Funko errado, coleção errada e caixa parecendo bagaço de cana de tão surrada. Informo ainda que há solicitação aberta."
"Produto não entregue . Comprei um bebedouro dia 08/04 e me deram um prazo de até o dia 30/04 para me entregar, hj já são 02/05 e não me entregaram não comprem nada vendido e entregue pela targaryen mando emails e não respondem"
pessimo. desejo o ressarcimento do valor pago e não quero o produto.... me enviaram um produto totalmente diferente do solicitado além da cor ser cinza e não preto o modelo veio para um carro diferente do meu
"Devolução do dinheiro. O relógio escolhido, esgotou.E não tinha um outro agradável para substituí-lo. E até hoje a impressa não entrou em contato, como vocês confirmaram. Espero, sinceramente, que seja resolvido."
veiocabo flat errado. na descrição disse que servia no 9560av e não deu certo ate´estraguei meu carro entrou eem modo de segurança me custou 150 reais de mecanica...
Não recebi . Não recebi 
recomendado. ainda não recebi a compra.
Ótimo! . Produto bem e rapidez na entrega!!
Recebi o produto errado. Comprei o Iso X e recebi o Nitro Hard 
excelente. Profissionalismo
Meu produtor n foi entreg. Meu produto não foi entregue ainda. E o vendedor não me dar nenhuma satisfação eu já mandamei vários email msg de reclamação é até agora nada foi feito 
"peça errada. o produto não veio como esperávamos, não deu certo pro carro."
Boas. Boas almofadas pelo valor porém falta um pouco mais de enchimento.
"Vendedor Horrivel. O produto teve o pagamento aprovado 1 dia depois do pagamento, porem o vendedor esperou 6 dias depois para enviar faltando apenas 1 dia para vencer o prazo de entrega e o produto não chegou ainda."
Não recebi . Não recebi o produto portanto nao posso avaliar ainda
Raquetes não muito boas. As raquetes vieram soltando a borracha da Madeira. Tive que colar com uma cola instantânea. Produto nota 3. 
"Negativo . Ao verificar disponibilidade do produto havia em estoque, ao terminar a compra, após o pagamento descobri que não tinha o produto em estoque, então tive que ficar ligando para devolverem o dinheiro."
não recomendo. paguei frete e tive que retirar nos correios ABSURDO
"Não recomendo. Comprei um kit com 2 pomadas e recebi apenas uma, Já enviei mensagem e não obtive resposta. Completa falta de respeito."
Negativo . Recebi o produto diferente do q comprei
"Pior experiência. Evite!. Após longa espera, recebi produto errado (cor diferente), com marcas de manuseio (parecendo produto usado), embalagem sem lacre e amassada. Marketplace = juntos na venda, ausentes no problema."
"Produto avariado. Recebi o produto dentro do prazo. Contudo estava quebrado em duas partes.

Preferi colar com superbonder ao invés de devolver e esperar o novo."
"produto danificado. Meu produto chegou todo quebrado, quero trocar, por outro igual do mesmo"
"Quantidade errada. Não aguento mais preencher reclamação,e ninguém responder em 48 horas! Comprei dois gels, porém só recebi um! Eu preciso do outro, caso contrário teria comprado somente um!"
"PRODUTO FALTANDO PEÇAS. . Gostaria de receber o produto completo, muito ruim vc ficar com um produto incompleto. 
Gostaria de um resposta. "
"Modelo errado. Na foto o modelo é sh013, recebi um sh012"
Não vou avaliar o que não. Não recebi a panela
"Ainda não recebi. Ainda não recebi, mas prazo ate 15/06/2018
Então aguardando"
Não funciona. Me senti lesada. Produto não funciona de jeito algum. É uma fraude. E por estar em um site de confiança jurei poder confiar no produto.
"Recomendo. os produtos comparados form entregues antes do prazo.
Mas o valor do frete esta muito alto."
"Não entregue . Comprei um relógio e não entregou , era previsto pro dia 06/06 , e voltou pra São Paulo "
RUIN. Mercadoria de pessima qualidade não tem nada a ver com a foto não indico.
"Saias de cama. Produto mostrado no site é muito diferente do que recebi. O que recebi o tecido é muito fino e estreito.
Estou muito insatisfeita com o produto."
Produto duvidoso. Nunca havia adquirido um relógio da Diesel. Logo nos primeiros dias de uso o botão do meio se soltou e por pouco eu não o perdi. Sinceramente tenho dúvidas acerca da originalidade do item. 
0. Não recebi
Ruim. O produto não é nada bom fiquei muito insatisfeita. 
"Não recomendo. Na descrição constava a medida 3,00x2,50mts, mas veio 2,80x2,50.Pedi para trocar e não tem mais o produto e sim cupons com desconto.Não tenho interesse.Queria a cortina tamanho certo. Não recomendo."
"Sem produto em estoque. Comprei e depois me avisaram que não tinha estoque, situação extremamente desagradável."
"Produto divergente. Recebi um produto divergente, como efeito a troca?"
"Produto mal embalado. O produto chegou em 2 entregas, só que bem mal embalado, sem aviso de frágil, num papel pardo. Entregaram 2 pacotes em um dia e um pacote no outro. Pacote amassado nas pontas, peças quebradas. Absurdo"
"Não Recebi meu pedido. Olá, meu pedido não foi entregue, quero saber o que aconteceu se não for resolvido eu vou querer o meu dinheiro de volta.
Agradeço desde já."
"nao entregam produto. eu fui na lojas lannister pra comprar no site lannister pensando ser seguro mero engano, me enviaram embalagem com nota nao sei se e e verdadeira ,o produto nao veio e paguei a vista no dinheiro."
"Não recebi o produto cert. O produto não veio com as 7 peças conforme a publicação do site .so foi entregue 3 peças cortina,prendedor de cortina e suporte de varão."
"Defeito. Produto c defeito, tentei por várias vezes, mas foi muitas, devolver o produto abrindo chamado na lannister e não consegui."
"Relogio de pulso. Prazo de 3 dias úteis para entrega. Foi Comprado para presente do dia dos pais 06/08, 4 dias para entregar e não foi entregue!
Se não consegue entregar no prazo aumente os dias !!!"
Insegurança. Pelo site da lannister não dá pra acompanhar a movimentação do produto. 
ok. nbpm
Paguei e não recebi . Essa loja nunca mais
Não recomendo. Produto que enviaram não foi o produto comprado.
n sei. mas ou menos
Uma porcaria. Meu produto veio errado a voltage que eu pedi foi 127v e mandaram 220 que nap serve de nada para mim ja solicitei a troca pelo site da lannister mas nap time nenhuma resposta. Me sinto lezado.
"Péssima. Não existe rastreamento da mercadoria, pois não há atualização da mesma. Quando houve foi 15 dias depois da última atualização, dizendo que, a mercadoria ainda não havia chegado na unidade SSA."
"Produto com alça quebrada. O material chegou antes do prazo, mas das três peças que comprei, uma delas estava com a alça(cabo) quebrado."
demora na entrega. demora na entrega
"Recomendo . Sempre comprei e não tiver problema, porém dessa vem sim meus produtos não chegou até agora "
"Totalmente ultrapassado. A configuração estava 3.4 ghz e me entregaram 3.1 driver antigos 2015, processador segunda geração antigo e ultrapassado, lento e não suporta o windows 10."
Não recomendo. Comprei 3 produtos dessa loja e só recebi um. Sendo que não tenho nem como rastrear onde foi parar meus 2 produtos porque colocaram que eu recebi. Vou ter que entrar na justiça por danos
"O produto enviado eh . O produto enviado não condiz com a descrição.
No nome do produto informa que eh porta shampoo rádio relógio, logo entende- se que possui o recurso ( radio e relogio) e não verdade eh um adesivo"
Bom. Estou satisfeito
Demora. O produto não foi enviado no prazo
Produto errado. Pedi um produto e veio outro 
" BOM , MENOS LOGISTICA. comprei um relogio de 730e paguei 25 de frete e a loja envia PELO CORREIO E AINDA VIA PAC."
Bom . Muito bom.
Ruim. Meu relógio veio funcionando sem travar e faltou uma caixinha pra mas segurança. 
"FALTA AINDA 1 PEDIDO SER . Recebi apenas um dos produtos. Nao sei por qual motivo o RELOGIO LED SPORT BLACK nao me foi entregue na mesma embalagem, ja que o codigo de rastreio e encomenda foram os mesmos. Espero receber em brev"
O produto não foi entregu. Sem satisfação sobre atraso na entrega
Veio faltando. Comprei 3 garrafas de vinho veio so duas e agora reclamar como se assinei 
Regular.. Mercadoria demorou muito para chegar! E recebi com avarias.
Ruim. Produto veio errado 
"1 estrela pelo produto.. panelas pequenas,não observei a dimensão quando comprava."
"Cancelamento. Logo em seguida que eu fiz o pedido, que verifiquei que teria compro o produto errado solicitei o cancelamento, o qual nao foi realizado, Eu expliquei o motivo falei da troca por outro produto "
Veio errado. Comprei bege e veio preto com desenho diferente
"Produto parcialmente entr. Comprei dois jogos de susplat, mas veio apenas um. Qualidade do tecido horrível. Quero exercer direito de arrependimento. "
"Decepção. Estava esperando o produto para festa de aniversário do meu filho no fim de semana. Sempre comprei no baratheon, nunca mais compro... Estamos chateados e não sei como montarei a festa do meu pequeno. "
"pena que ficou pequena. teria que ter a medida certa e a cor, porque não gostei da cor"
recomendo. mas quem for comprar tem q enviar msg extra informando exatamente como quer o produto. Encomendei na cor vermelha e veio na cor cinza. Claro q vou ficar c ele pois é cansativo só de pensar em trocar
"Um lixo. O produto veio errado, não tem nada a ver com a descrição. Estou completamente insatisfeito, quero meu dinheiro de volta. Não recomendo esse produto, a película além de ser de uma cor feia, é inútil."
"qualidade discutivel. A qualidade do produto é discutível, mas pelo preço até que dá para encarar."
"Tecido fino. No mesmo dia que usei já encheu de bolinhas, fino demais "
"Nao recebi o produto. Ainda nao recebi o produto, esta parado em Passo Fundo."
"Falta de um produto. Fiz o pedido de uma base 300 revlon e um pó revlon, paguei pelos dois. O pedido foi feito no dia 24/06/2018 e na entrega chegou apenas o pó, a base não estava junto. "
Recebi pedido incompleto. Paguei por 2 unidades do Perfume Miss Gabriela Night e recebi apenas 1 unidade.
Nada eficiente.. Olha talvez vcs precisem de um chat pois émuito dificil fazer troca site e também por tel esperei mais de 25 minutos e desisti . nao gostei seus canais de comunicação nao é eficiente. Na compra sem pr
Não recebi o produto. Preciso de uma posição. Até agora não recebi o produto.
"Decepção!. Recebi os produtos no prazo, mas não foram os produtos que comprei (PRODUTOS ORIGINAIS DA HP), mas o que eu recebi foram produtos falsificados. Explico: o cartucho preto parou de imprimir mesmo cheio."
"Demora. Uma eternidade apenas para separar o produto para a entrega , aí o prazo estimado de entrega se foi faz dias. "
"Erro na informação . Solicitei o carregador para o tablet. Génesis. Conforme a informação do vendedor ,solicitei o produtos não se adaptou ao meu tablet. "
"demoro, esta aida na estr. demora, paguei um absurdo no frete ainda não chego, eu reclamei para correio para a lojas amiricanas, o correio falo q não pode faser bada q eu tenho q esperar, ja passo do prazo de entrega"
"Bom . Produto chegou em perfeito estado antes do prazo! 
A impressão do painel é um pouco fraca, diferente da foto. 
Os displays são iguais da foto. 
Tirando o painel um pouco embaçado eu indico. "
Rede de dormir. Gostei. Achei um pouco frágil.
Bom. Gostei
Não entregou no tempo .. Sem pontualidade não da satisfação ao cliente.
Rapidez. Não usei ainda mais entrega rápida 
"Péssimo . Meu produto está errado. A nota fiscal e prodito está na nome de outra pessoa. 
Eu não estou conseguindo entrar em contato pra pedir o meu produto certo"
A câmera não funcionou. Câmera não funcionou 
Não recebi o produto.. Não tenho como avaliar um produto que não recebi.
ENTREGA. ATE AGORA O PRODUTO NÃO FOI ENTREGUE
"Pontos negativos . Gostei do design do relógio porém veio sem a caixa e jogado na caixa do correio, na minha opinião cada detalhe é importante principalmente com a fidelização do cliente...."
"Produto errado . O produto que comprei era um tapete higiênico de cão com 90x100 por motivo do meu cachorro ser de grande porte e foi entregue 2 de 50x60 .
A nota fiscal emitida deixa bem claro que está errado."
"Capinha Simples . Película boa material, parace se boa qualidade, vou testar se for boa mesmo vou mudar minha opinião, Mais boa pra quem proteger seu dispositivo."
"Produto excelente. O produto é ótimo, minha única reclamação e sabre a entrega, que não foi feita na minha residência"
Produto incompleto. Faltou a grama
"Produto faltando. Boa tarde !
Comprei tres produtos so chegou dois, por isso nao tem como eu responder que meu produto chegou. Por favor resolvam isso."
Prazo não cumprido. Houve atraso de 6 dias em relação ao informado e não houve atualização da data.
Quero devolver meu produt. Veio faltando não era o que eu queria quero devolver
Boa . Produto de qualidade 
Atenção. Não recebi nada!
"NAO GOSTEI. PERCEBI UM ERRO APÓS FECHAR A COMPRA. IMPOSSIVEL CANCELAR, MESMO ANTES DE EMITIR NF. NÃO RESPONDEM EMAIL, CONTATO TELEFONICO NAO FUNCIONA. PÉSSIMA EXPERIENCIA"
"Entrega do produto. A bicicleta veio totalmente desmontada sendo que no site dizia claramente que o produto somente viria sem a roda dianteira e o guidão mas não foi o que aconteceu, revejam seus conceitos e não mintam."
"Recebi apenas um . Boa tarde. Recebi apenas o livro coaching ministerial. Fico no aguardo de um retorno sobre o outro livro.

Desde ja agradeço a atenção.

Lincoln Santos Lopes."
Nao chegou completo. O produto nao chegou completo. De 3 itens só chegou um.
"pRODUTO SIMPLES. NÃO SEI SE CRIEI MUITAS EXPECTATIVAS, MAS ACHEI O PRODUTO SIMPLES."
"Pequeno. Veio menor do que o anúncio.
0.90x1.40m"
Não recomendo. Ainda aguardando o produto chegar.
"2 pedidos e só 1 veio. Recebi só 1 de 2 pedidos com o mesmo rastreamento,estou no aguardado para solucionar esse problema."
produto não chegou. ainda não recebi a encomenda até agora!
"Não comprem na targaryen. A empresa terceira targaryen não é confiavel, eles vedem produtos que não tem, você paga, espera, não recebe e depois tem que correr atras de reembolso.
Não recomendo de jeito nenhum está empresa, e a su"
"Me enganaram... . Comprei o tapete com a metragem 2,50 x2,50 e me mandaram a metragem 2,0 x 2,50, sendo que no siteo valor dessa metragem que me enviaram está bem abaixo do valor que paguei... "
"Produto diferente. O copo não é exatamente como está na foto, apesar de avisar que é de plástico semi transparente, também se fala que a tampa é preta e ao contrário disso a tampa é branca."
"COMPREI 3 INTEM. So foi 2 intem luva e toca. Falta colete tático e não tem código pra acompanha o intem, so informa que produto foi entregue."
Faltou um produto. Comprei duas pelúcias e só chegou uma unidade. Está faltando a pelúcia do emoji diabinho. 
"Suspeito. Já tive um Skullcandy do mesmo modelo, a qualidade era inigualável, detalhes de acabamento perfeitos, experiência sonora agradável e potente, principalmente no destaque dos graves....este não é Skull."
"Não é da marca Mairibel! . Entregaram um produto de outra marca, bem inferior! E no anúncio diz marca MAIRIBEL e a foto do produto é da MAIRIBEL."
O produto é bom. O produto é bom só que o valor do frete é muito caro não recomendo.
não reconmendo. Demora na entrega
"Regular. Queria meu pedido conforme ilustrado na figura para mim viria a torneira elétrica conforme a ilustração......
"
"Produto inferior . Produto bem inferior as imagens, a grama veio toda desfiada e soltando as fibras !!!
Só não devolvi pelo urgência em usar."
"Pontual . Recebi o produto, ainda não usei portanto, não posso qualificar o mesmo "
"Duvidoso . Comprei 2 combos , com 12 unidades , num total de 24 caixas. Efetuei o pagamento de 633,00 à vista. Compreendi que devido à greve , ocorressem atrasos, mas infelizmente chegou um combo com 11 caixas."
"Produto com problema. O produto apresentou problema no cabo de alimentação de energia, o mesmo liga e desliga diversas vezes durante o uso, nem pudemos testar ele na verdade, optamos por devolvê-lo, infelizmente!"
1. MUITO MAU ACABADO NÃO RECOMENDO 
"Produto alterado. A placa não é nova, foi alterada e não funciona. Estou muito insatisfeita com a loja lannister, pois o produto veio do mercado livre. 
Quero meu dinheiro de volta."
PEDIDO NÃO ENTREGUE. NENHUMA ESCLARECIMENTO SOBRE ATRASO DA ENTREGA. 
"Mesa com cavaletes . Demora absurda para entrega, dentro do prazo especificado por eles, mas ainda sim muito demorado!"
Nota Fiscal . O produto é bom porém a nota fiscal veio com o nome da pessoa que recebeu sendo que o pedido foi feito em meu cpf. Caso precise trocar ou fazer alguma coisa não vou poder porque está em outro nome 
"NÃO RECOMENDO. O PRODUTO QUE PEDI NÃO CORRRESPONDE AO QUE FOI ENTREGUE, TOTALMENTE DIFERENTE."
